LAMMPS data file via write_data, version 28 Mar 2023, timestep = 2000000

90 atoms
2 atom types
60 bonds
1 bond types
30 angles
1 angle types

1.4148450037487974 13.585154996243219 xlo xhi
1.4148450037487974 13.585154996243219 ylo yhi
1.4148450037487974 13.585154996243219 zlo zhi

Masses

1 15.9994
2 1.008

Atoms # full

51 17 2 0.417 6.566099954109458 3.9764331023182815 1.7136204145171392 0 1 0
8 3 2 0.417 3.488002186404366 6.293205955356411 7.124944710513368 0 0 0
84 28 2 0.417 7.908991498396071 2.2127968596708687 3.6145951228666298 0 0 1
87 29 2 0.417 12.69968121130097 3.0535830050331483 5.868613104513868 0 0 0
14 5 2 0.417 12.36156657807108 3.889124187692253 2.794654511109263 0 0 0
32 11 2 0.417 9.587512464512379 3.418094411168024 2.8894415688969017 0 0 0
31 11 1 -0.834 9.51438117538656 4.204240671142646 3.4309585763302715 0 0 0
33 11 2 0.417 10.0403272990248 4.860570853116085 2.97354611025468 0 0 0
15 5 2 0.417 12.75171146070797 5.270889008190359 2.3136492250748653 0 0 0
13 5 1 -0.834 12.78995318580056 4.696788655118407 3.0788689006749643 0 0 0
86 29 2 0.417 12.61369276872988 4.253116330012414 4.948515868448222 0 0 0
85 29 1 -0.834 12.68576394661255 4.010876030742821 5.871955189459479 0 0 0
55 19 1 -0.834 10.843380961525042 6.582978377765014 5.979121637276845 0 0 0
6 2 2 0.417 9.438267149899009 2.6141563437542006 6.27795501545422 0 1 0
64 22 1 -0.834 9.153394276471015 4.57143246904754 6.093893334981395 0 0 0
65 22 2 0.417 9.084929599104747 4.5403594857236325 5.139450117957772 0 0 0
66 22 2 0.417 9.747883122678413 5.301358355234321 6.268266524638543 0 0 0
57 19 2 0.417 11.61095178598077 6.0293962475262 6.124023850461252 0 0 0
56 19 2 0.417 11.193021452575788 7.37687797779266 5.574041708182789 0 0 0
4 2 1 -0.834 9.381060377677848 1.6713175421160913 6.121759060964787 0 1 0
5 2 2 0.417 8.895256820850275 1.5931062105739233 5.3004840225923875 0 1 0
60 20 2 0.417 9.785842574083755 7.220430817260556 7.170800254182281 0 0 0
25 9 1 -0.834 11.25748654505593 2.4611604447635593 1.4508496914005862 -1 0 1
20 7 2 0.417 6.6665882292977585 9.80451061585417 7.145489314770355 0 0 0
19 7 1 -0.834 7.120747583899435 9.005218634299379 7.412858732824562 0 0 0
82 28 1 -0.834 7.817081038828336 13.47261045563884 3.895955347836791 0 -1 1
83 28 2 0.417 7.486773505375778 13.014631844432394 3.1228012093346864 0 -1 1
89 30 2 0.417 13.546578969132636 9.898887926332787 1.778984118461199 -1 0 0
90 30 2 0.417 12.959903132322982 8.503571780359657 1.7370621779310116 -1 0 0
88 30 1 -0.834 13.194311430654945 9.208491689619267 2.3410120666339007 -1 0 0
12 4 2 0.417 12.710480066698292 8.416629106994984 7.0659300638361255 0 0 0
45 15 2 0.417 12.948479948586783 9.17667836978167 4.374822144585286 0 0 0
39 13 2 0.417 11.34171485801724 10.676731676620587 2.4595458750711336 0 0 1
43 15 1 -0.834 12.39630062597832 9.169645510432343 5.156911226106262 0 0 0
44 15 2 0.417 11.966545552272116 10.025169808576592 5.1550274082390235 0 0 0
37 13 1 -0.834 11.118123401265855 11.592366285770389 2.2915133786434625 0 0 1
63 21 2 0.417 10.73309719506349 11.84792968164411 4.078811503374483 0 -1 0
61 21 1 -0.834 10.935048272434504 11.928870824940628 5.011162880555704 0 -1 0
62 21 2 0.417 10.32768491513903 12.59614203525349 5.331277986359325 0 -1 0
54 18 2 0.417 10.27247709816572 10.871083857588307 6.760242321274708 0 0 1
53 18 2 0.417 9.74588673918284 12.096879588974836 7.476468928255642 0 0 1
49 17 1 -0.834 7.113017349672523 4.22690294463368 13.139107597625596 0 1 -1
7 3 1 -0.834 3.2275487276267896 6.058471368206491 8.015831047970114 0 0 0
81 27 2 0.417 7.093276650129882 7.144528170644799 12.437081216951892 0 0 -1
18 6 2 0.417 2.194521129844646 4.251682963871299 8.807337298821452 1 0 0
34 12 1 -0.834 6.3714242679768 2.5332844968497423 11.032929582995958 0 0 0
36 12 2 0.417 6.989657827286509 2.692962923732698 10.319553901469572 0 0 0
35 12 2 0.417 5.516164497451223 2.7532496317847435 10.663117656208367 0 0 0
30 10 2 0.417 4.2336663191499895 7.248200985043613 8.824603531495619 0 0 0
9 3 2 0.417 2.3971962893637038 6.515358990884579 8.151416170220958 0 0 0
24 8 2 0.417 6.466210137539509 1.6295757414930732 12.596294004774453 0 1 -1
50 17 2 0.417 6.803065612933487 3.678123956988802 12.418422964465499 0 1 -1
29 10 2 0.417 5.6588825954548225 7.058394911796526 9.299561797158397 0 0 0
27 9 2 0.417 11.388258986521066 1.5256730693780167 13.465029174678726 -1 0 0
41 14 2 0.417 8.354558065783369 2.8001078065408347 8.06882964518968 0 0 0
16 6 1 -0.834 13.416563245759146 4.296871392362474 8.683398454878837 0 0 0
80 27 2 0.417 7.671284275956423 5.745338176861523 12.469138658998428 0 0 -1
79 27 1 -0.834 7.813369910164769 6.614797181887251 12.094348707167601 0 0 -1
40 14 1 -0.834 7.815762563226422 3.3472835211114687 8.640592656121168 0 0 0
42 14 2 0.417 8.027254874677276 4.24477682640149 8.382927047205643 0 0 0
58 20 1 -0.834 9.275485961946053 7.380996022687888 7.964758527717634 0 0 0
