     1	56.428412
     2	56.426238
     3	56.406107
     4	56.38608
     5	49.166051
     6	49.145513
     7	49.143255
     8	49.123209
     9	49.12095
    10	49.101044
    11	49.098783
    12	49.07805
    13	49.057473
    14	49.055211
    15	49.034794
    16	49.03253
    17	49.012272
    18	49.010007
    19	48.98991
    20	48.987642
    21	48.967707
    22	48.965438
    23	48.944748
    24	48.942477
    25	48.921967
    26	48.919696
    27	48.899367
    28	48.897094
    29	48.876947
    30	48.874673
    31	48.854709
    32	48.852433
    33	48.831782
    34	48.829504
    35	48.809056
    36	48.806777
    37	48.786531
    38	48.784252
    39	48.764209
    40	48.761928
    41	34.324077
    42	34.303235
    43	34.282246
    44	34.279849
    45	34.258978
    46	34.256579
    47	34.235827
    48	34.215195
    49	34.212792
    50	34.19228
    51	34.189874
    52	34.169482
    53	34.149209
    54	34.1468
    55	34.126648
    56	34.124236
    57	34.104203
    58	34.10179
    59	34.080851
    60	34.060047
    61	34.057631
    62	48.472341
    63	48.470036
    64	48.44984
    65	48.447533
    66	41.209609
    67	41.207244
    68	41.187212
    69	41.184847
    70	41.18248
    71	41.161935
    72	41.159567
    73	41.157198
    74	41.136823
    75	41.134452
    76	41.114244
    77	41.111874
    78	41.109501
    79	41.08946
    80	41.087086
    81	41.084712
    82	41.064191
    83	41.061815
    84	41.059438
    85	41.039092
    86	41.036714
    87	41.034335
    88	41.014162
    89	41.011782
    90	40.99178
    91	40.989399
    92	40.987016
    93	40.966562
    94	40.964178
    95	40.961794
    96	40.941517
    97	40.939131
    98	40.936744
    99	40.916641
   100	40.914253
   101	40.911864
   102	40.891329
   103	40.888938
   104	40.886547
   105	40.866189
   106	40.863796
   107	40.861403
   108	40.841218
   109	48.056645
   110	48.054301
   111	48.051957
   112	48.03173
   113	48.029385
   114	48.027039
   115	55.224673
   116	55.222385
   117	55.220096
   118	55.217806
   119	55.215515
   120	55.195611
   121	84.062258
   122	84.060171
   123	84.058079
   124	84.055982
   125	84.036038
   126	84.033932
   127	84.031821
   128	84.029705
   129	84.027584
   130	84.025458
   131	84.005684
   132	84.003549
   133	84.001409
   134	69.563657
   135	69.561432
   136	69.541431
   137	69.539202
   138	69.536972
   139	69.53474
   140	83.96811
   141	83.948176
   142	83.945997
   143	83.943814
   144	83.941626
   145	112.8083
   146	112.80622
   147	112.80412
   148	112.802
   149	105.58208
   150	105.57992
   151	105.57775
   152	105.57556
   153	105.57337
   154	105.55354
   155	105.55133
   156	105.54911
   157	105.54687
   158	105.54463
   159	105.54237
   160	105.54011
   161	105.53783
   162	105.53555
   163	105.53326
   164	105.53095
   165	105.52864
   166	112.74409
   167	105.52397
   168	105.52163
   169	105.51927
   170	105.51691
   171	105.51453
   172	105.51215
   173	98.291989
   174	98.289597
   175	98.287197
   176	98.284791
   177	98.282377
   178	98.279955
   179	98.277527
   180	98.292707
   181	98.290263
   182	98.287812
   183	98.285354
   184	98.282889
   185	98.280416
   186	98.277936
   187	98.27545
   188	98.272956
   189	98.288241
   190	98.285732
   191	98.283216
   192	83.845142
   193	83.842676
   194	83.840206
   195	83.837734
   196	76.61749
   197	76.615043
   198	76.612594
   199	76.610143
   200	76.60769
   201	69.387465
   202	69.40266
   203	69.400235
   204	69.39781
   205	69.395383
   206	69.392956
   207	69.390527
   208	69.388097
   209	69.385667
   210	69.383235
   211	69.380802
   212	69.396059
   213	69.393623
   214	69.391186
   215	69.388748
   216	69.386309
   217	69.383869
   218	69.381428
   219	69.378986
   220	69.376543
   221	76.591844
   222	76.606971
   223	76.604481
   224	76.601989
   225	76.599494
   226	76.596998
   227	76.5945
   228	76.591999
   229	47.720677
   230	47.718336
   231	47.733652
   232	47.731309
   233	47.728965
   234	47.72662
   235	47.724275
   236	47.721929
   237	47.719582
   238	47.717235
   239	47.732586
   240	47.730237
   241	47.727887
   242	47.725537
   243	47.723186
   244	47.720834
   245	47.718481
   246	47.716128
   247	47.713774
   248	47.71142
   249	47.709065
   250	47.724332
   251	47.721975
   252	47.719617
   253	47.717259
   254	47.714899
   255	47.712539
   256	47.710179
   257	47.707818
   258	47.705456
   259	47.703093
   260	47.700729
   261	47.698365
   262	47.696001
   263	47.693635
   264	47.691269
   265	47.688902
   266	47.704141
   267	47.701772
   268	47.699402
   269	47.697031
   270	47.69466
   271	33.256735
   272	33.254416
   273	33.252095
   274	33.249771
   275	18.811924
   276	18.809646
   277	18.807363
   278	18.805074
   279	18.80278
   280	18.800481
   281	18.780421
   282	18.778111
   283	18.775797
   284	18.773477
   285	18.771152
   286	18.751117
   287	18.748782
   288	18.746442
   289	18.744097
   290	18.741746
   291	4.2858128
   292	4.283466
   293	4.2811092
   294	4.2610264
   295	-2.9591234
   296	4.2562722
   297	4.2362848
   298	4.2338783
   299	4.2314621
   300	4.229036
   301	4.2085954
   302	4.2061506
   303	4.2036961
   304	4.2012318
   305	4.1806945
   306	4.1782115
   307	4.1757188
   308	4.1554144
   309	4.1529031
   310	4.1503821
   311	4.1300238
   312	4.1274842
   313	4.1249349
   314	4.1047132
   315	4.1021453
   316	4.0995678
   317	4.0790089
   318	4.0764129
   319	-3.143994
   320	-3.1646646
   321	-3.1673207
   322	-3.169989
   323	-3.1907336
   324	-3.1934257
   325	-3.213867
   326	-3.2165828
   327	-3.2193107
   328	-3.2399788
   329	-3.2427304
   330	-3.2635272
   331	-3.2663024
   332	-3.2690897
   333	-3.2899416
   334	-3.2927524
   335	-3.3135642
   336	-3.3163986
   337	-3.3370887
   338	-32.208885
   339	-32.211973
   340	-32.232929
   341	-32.236069
   342	-32.257566
   343	-32.260757
   344	-32.281635
   345	-32.284878
   346	-32.288147
   347	-32.309052
   348	-32.312372
   349	-32.334036
   350	-32.337408
   351	-32.358954
   352	-32.362377
   353	-32.383716
   354	-32.387191
   355	-32.409176
   356	-32.412702
   357	-32.434368
   358	-32.437945
   359	-32.459209
   360	-32.480991
   361	-32.484641
   362	-32.505914
   363	-32.509618
   364	-32.531381
   365	-32.535135
   366	-25.339533
   367	-25.361272
   368	-25.364981
   369	-25.387047
   370	-25.3908
   371	-25.41243
   372	-25.416226
   373	-25.438373
   374	-25.442211
   375	-25.463821
   376	-25.485881
   377	-3.8386277
   378	-3.8600194
   379	-3.8635724
   380	-3.885704
   381	-3.8892783
   382	-3.910819
   383	-3.9327794
   384	-3.9363853
   385	-3.9576621
   386	-3.9793185
   387	-3.9829523
   388	-4.0049928
   389	-4.0086517
   390	-4.0310814
   391	-4.052685
   392	-4.0563756
   393	-4.0783256
   394	-4.100613
   395	-4.1043354
   396	-4.1257012
   397	-4.1473635
   398	-4.1693234
   399	-4.1730881
   400	-4.1953566
   401	-4.2179239
   402	-4.2394238
   403	-4.2432265
   404	-4.2649921
   405	-4.2870184
   406	-4.3093058
   407	-4.3131558
   408	24.533638
   409	24.512794
   410	24.491669
   411	17.270541
   412	17.248622
   413	2.791563
   414	10.005628
   415	9.9841972
   416	9.9616289
   417	9.9403072
   418	9.9187826
   419	9.897049
   420	9.8934204
   421	9.8714823
   422	9.8493404
   423	9.8269946
   424	9.8044449
   425	9.7816851
   426	9.7780185
   427	9.7566685
   428	9.7351463
   429	9.7134514
   430	9.6915839
   431	9.6695437
   432	9.6473308
   433	9.6249453
   434	9.6023871
   435	16.79755
   436	16.774945
   437	23.989203
   438	23.966835
   439	23.944701
   440	23.922399
   441	23.899931
   442	23.877295
   443	23.856262
   444	23.835091
   445	16.596011
   446	23.791687
   447	23.770126
   448	23.748407
   449	23.726528
   450	23.704484
   451	23.701053
   452	23.678852
   453	23.656493
   454	23.633976
   455	23.611299
   456	52.459069
   457	81.307385
   458	81.28714
   459	81.285025
   460	81.264599
   461	81.243996
   462	95.659144
   463	95.639245
   464	88.419588
   465	88.399692
   466	88.3792
   467	88.377173
   468	88.356418
   469	88.336679
   470	88.334637
   471	95.532578
   472	95.512379
   473	95.510462
   474	95.490001
   475	95.469275
   476	95.449557
   477	95.447617
   478	102.64544
   479	102.62559
   480	102.62376
